sg_idx,case,sample_rank,recon_index,node,label,row_type,matched_mse_mean,matched_mse_node,cosine_similarity,rouge_l,recovered_text,ground_truth_text,case_mse_mean,case_mse_var,case_cosine_similarity_mean,case_cosine_similarity_var,case_rouge_l_mean,case_rouge_l_var
0,case1_exact_pattern,3,3,9,0,node,2.30702177666502e-09,3.6887744894900604e-34,0.9999999999999749,0.27586206896551724,mmmm                                                          Why can't you find them ,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,4,4,2,1,node,2.585156245667223e-08,8.99420451597108e-08,-0.09560060625059832,0.0,"They're a really good band, and they're a good music. They're a really good band, and they're a good music. They're a really good band, and they're a good music. They're a really good band, and they're a good music. They're a really good band, and they're a good music. They're a really good band, and they're a really good music. They're a really good band, and they're a really good music",Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,4,4,3,1,node,2.585156245667223e-08,1.3464204666978118e-08,0.9909669076164032,0.7058823529411765,"@Lamamele  They're a good band, really good music!                                                     ",@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,4,4,6,0,node,2.585156245667223e-08,3.1584618506467665e-35,0.9999999999999748,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,4,4,9,0,node,2.585156245667223e-08,1.951567363334105e-34,0.9999999999999749,0.3225806451612903,mmmm                                                        Why can't anyone find them   They hurt,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,5,5,2,1,node,1.4312758466209457e-06,1.2088027285295925e-07,0.7501049685971422,0.0,mmmm                                                        Why can't anyone find them   They hurt,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,5,5,3,1,node,1.4312758466209457e-06,1.0906005780252276e-06,0.9556174816265144,0.5714285714285715,@Lamem  They're a good band!                                                        ,@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,5,5,6,0,node,1.4312758466209457e-06,7.52973592290905e-36,0.9999999999999745,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,5,5,9,0,node,1.4312758466209457e-06,4.513622535605596e-06,0.919983090868674,0.07142857142857144,@Lammahey they're a good band!                                                         ,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,6,6,2,1,node,1.2994987199284896e-07,1.2088027285295915e-07,0.7501049685971428,0.0,mmmm                                                          Why can't you find them ,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,6,6,3,1,node,1.2994987199284896e-07,1.21177842002803e-07,0.9737751992053179,0.5714285714285715,@Lameah They're a good band!                                                         ,@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,6,6,6,0,node,1.2994987199284896e-07,7.208893962967317e-36,0.9999999999999746,1.0,Where are all the banana slugs?                                                    ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,6,6,9,0,node,1.2994987199284896e-07,2.777413731156337e-07,0.8447963577467666,0.06250000000000001,"@Lamael They're a good music band, they really are!                                                      ",@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,7,7,2,1,node,6.916705766872882e-07,1.2088027285295912e-07,0.7501049685971446,0.0,mmmm                                                        Why can't anyone find them   They hurt,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,7,7,3,1,node,6.916705766872882e-07,1.0906005780252265e-06,0.9556174816265144,0.5714285714285715,@Lamem  They're a good band!                                                        ,@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,7,7,6,0,node,6.916705766872882e-07,5.385421572527318e-35,0.999999999999975,1.0,Where are all the banana slugs?                                                     ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,7,7,9,0,node,6.916705766872882e-07,1.5552014558709672e-06,0.9192079250658103,0.06896551724137931,@Lammael They're a good music band!                                                       ,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,8,8,2,1,node,3.076213881222458e-07,1.208802728529591e-07,0.7501049685971457,0.0,mmmm                                                        Why can't anyone find them   They hurt,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,8,8,3,1,node,3.076213881222458e-07,1.0906005780252278e-06,0.9556174816265139,0.5714285714285715,@Lamem  They're a good band!                                                        ,@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,8,8,6,0,node,3.076213881222458e-07,7.5300770965666e-36,0.9999999999999748,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,8,8,9,0,node,3.076213881222458e-07,1.900470161079647e-08,0.8906019796165899,0.14285714285714288,@Lmaem They're a good one!                                                         ,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,9,9,2,1,node,4.330855598346498e-07,1.2088027285295915e-07,0.7501049685971461,0.0,mmmm                                                        Why can't anyone find them   They hurt,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,9,9,3,1,node,4.330855598346498e-07,1.0906005780252276e-06,0.9556174816265139,0.5714285714285715,@Lamem  They're a good band!                                                        ,@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,9,9,6,0,node,4.330855598346498e-07,2.1800470835377083e-35,0.9999999999999748,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,9,9,9,0,node,4.330855598346498e-07,5.208613884604124e-07,0.9172177198870041,0.06896551724137931,@Lammahey they're a good music band!                                                        ,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,10,10,2,1,node,3.3785310906103817e-07,1.2088027285295915e-07,0.750104968597145,0.0,mmmm                                                         Why can't you find them  ,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,10,10,3,1,node,3.3785310906103817e-07,1.0906005780252267e-06,0.9556174816265138,0.5714285714285715,@Lamem  They're a good band!                                                        ,@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,10,10,6,0,node,3.3785310906103817e-07,7.129888449826751e-36,0.9999999999999747,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,10,10,9,0,node,3.3785310906103817e-07,1.3993158536596674e-07,0.9115468874002928,0.06896551724137931,@lmaem  They're a good music band!                                                       ,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,11,11,2,1,node,7.506500338470664e-08,1.208802728529593e-07,0.7501049685971406,0.0,mmmm                                                        Why can't anyone find them   They hurt,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,11,11,3,1,node,7.506500338470664e-08,1.2117784200280313e-07,0.9737751992053172,0.5714285714285715,@Lameah They're a good band!                                                         ,@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,11,11,6,0,node,7.506500338470664e-08,1.2248608536293308e-34,0.9999999999999748,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,11,11,9,0,node,7.506500338470664e-08,5.82018986830641e-08,0.8144940114118291,0.0,@Lammathey're actually a good music band!                                                        ,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,12,12,2,1,node,6.115748468529343e-08,1.234520967383705e-07,0.2980781189023604,0.0,"They're a good music band, that's why you find them on Lmaem!                                                    ",Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,12,12,3,1,node,6.115748468529343e-08,1.2117784200280321e-07,0.9737751992053173,0.5714285714285715,@Lameah They're a good band!                                                         ,@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,12,12,6,0,node,6.115748468529343e-08,6.842379823278507e-35,0.9999999999999749,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,12,12,9,0,node,6.115748468529343e-08,9.253127876797261e-35,0.9999999999999751,0.27586206896551724,mmmm                                                          Why can't you find them  ,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,13,13,2,1,node,3.576003038010064e-08,2.1862279517599494e-08,0.6268925837722227,0.0,âAn âAâ âAâ âAâ âAâ âAâ âAâ âAâ âAâ âAâ âAâ âAâ âAâ âAâ âAâ âAâ âBâ âAâ âBâ âAâ âAâ .,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,13,13,3,1,node,3.576003038010064e-08,1.2117784200280308e-07,0.9737751992053173,0.5714285714285715,@Lameah They're a good band!                                                         ,@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,13,13,6,0,node,3.576003038010064e-08,9.262497094345218e-36,0.9999999999999749,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,13,13,9,0,node,3.576003038010064e-08,2.7007207308370855e-35,0.9999999999999751,0.3225806451612903,mmmm                                                        Why can't anyone find them   They hurt,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,14,14,2,1,node,4.375866516767882e-08,5.3856818667912344e-08,-0.03521872265486165,0.0,"They aren't just LMA's, they're really good LMA's!! You found them on IMDb, so why aren't they a LMA's? Yes, they are a LMA's, they're really good LMA's!! IMDb is a LMA's, they're a LMA's, they're a good LMA's!!                ",Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,14,14,3,1,node,4.375866516767882e-08,1.2117784200280292e-07,0.9737751992053172,0.5714285714285715,@Lameah They're a good band!                                                         ,@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,14,14,6,0,node,4.375866516767882e-08,3.113160257376209e-35,0.9999999999999749,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,14,14,9,0,node,4.375866516767882e-08,4.665424356475819e-35,0.9999999999999751,0.3225806451612903,mmmm                                                        Why can't anyone find them   They hurt,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,15,15,2,1,node,1.2111775252117835e-08,3.49828963414928e-08,0.41565199129773894,0.03846153846153846,"In addition to a variety of foods, there are a number of other foods that can be used to make up a healthy diet. For example, if you eat a lot of fatty foods, you may want to include a variety of vegetables in your diet. For example, if you eat a lot of fatty foods, you may want to include a variety of fruits and vegetables in your diet. For example, if you eat a lot of fatty foods, you may want to include a variety of fruits and vegetables in your diet.",Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,15,15,3,1,node,1.2111775252117835e-08,1.3464204666978543e-08,0.990966907616404,0.7058823529411765,"@Lamamele  They're a good band, really good music!                                                      ",@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,15,15,6,0,node,1.2111775252117835e-08,8.80099326016565e-35,0.9999999999999749,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,15,15,9,0,node,1.2111775252117835e-08,4.2151948732002924e-33,0.9999999999999754,0.27586206896551724,mmmm                                                         Why can't you find them  ,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,16,16,2,1,node,6.983144142164028e-09,1.446837190167805e-08,0.7427217861679278,0.0,"What is the definition of a cranberry pie? cranberry pie is a cranberry pie that is made from a combination of cranberries, peaches, pears, and other fruits and vegetables. cranberry pie is a cranberry pie that is made from a combination of cranberries, peaches, pears, and other fruits and vegetables. cranberry pie is a cranberry pie that is made from a combination of cranberries, peaches, pears, and other fruits and vegetables.",Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,16,16,3,1,node,6.983144142164028e-09,1.346420466697806e-08,0.9909669076164034,0.7058823529411765,"@Lamamele  They're a good band, really good music!                                                      ",@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,16,16,6,0,node,6.983144142164028e-09,1.0436660703351784e-34,0.9999999999999749,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,16,16,9,0,node,6.983144142164028e-09,2.8689338921135704e-35,0.9999999999999751,0.27586206896551724,mmmm                                                         Why can't you find them  ,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,17,17,2,1,node,4.862073907519867e-09,5.984090963101374e-09,0.933848849326362,0.6666666666666665,Crunchy berries tomorrow. Who wants to do tomorrow?                                                         ,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,17,17,3,1,node,4.862073907519867e-09,1.3464204666978094e-08,0.9909669076164033,0.7058823529411765,"@Lamamele  They're a good band, really good music!                                                      ",@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,17,17,6,0,node,4.862073907519867e-09,1.5222252709583898e-36,0.9999999999999748,1.0,Where are all the banana slugs?                                                   ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,17,17,9,0,node,4.862073907519867e-09,7.129160346298185e-35,0.9999999999999751,0.3225806451612903,mmmm                                                        Why can't anyone find them   They hurt,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,18,18,2,1,node,3.982787252729007e-09,2.4669443439379398e-09,0.9923328720096005,0.9,Crunch berries tomorrow!  Tired. Who wants to do something tomorrow?,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,18,18,3,1,node,3.982787252729007e-09,1.3464204666978088e-08,0.9909669076164032,0.7058823529411765,"@Lamamele  They're a good band, really good music!                                                      ",@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,18,18,6,0,node,3.982787252729007e-09,3.5151514713731426e-36,0.9999999999999748,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,18,18,9,0,node,3.982787252729007e-09,5.477657909998342e-35,0.9999999999999749,0.3225806451612903,mmmm                                                        Why can't anyone find them   They hurt,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,19,19,2,1,node,4.0799878267749756e-09,2.8557466401217756e-09,0.9764874725757303,0.3529411764705882,Crumble Berry!                                                       Who can eat cranberries tomorrow?   ,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,19,19,3,1,node,4.0799878267749756e-09,1.3464204666978127e-08,0.8887166232949668,0.4,What band are they on?  Lamalame is a really good music band.                                                     ,@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,19,19,6,0,node,4.0799878267749756e-09,3.3305198523186e-35,0.9999999999999748,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,19,19,9,0,node,4.0799878267749756e-09,4.915320898745922e-35,0.9999999999999749,0.3225806451612903,mmmm                                                        Why can't anyone find them   They hurt,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,20,20,2,1,node,1.5105922158523768e-09,1.1952551832973788e-09,0.9845469170732635,0.7777777777777777,Ripe berries!                                                      Who wants to do something tomorrow?,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,20,20,3,1,node,1.5105922158523768e-09,4.847113680112129e-09,0.9809362592740596,0.7999999999999999,"Really, they're a good band!                                                          Music?",@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,20,20,6,0,node,1.5105922158523768e-09,4.851640815696296e-35,0.9999999999999748,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,20,20,9,0,node,1.5105922158523768e-09,7.480628911804904e-36,0.9999999999999749,0.3225806451612903,mmmm                                                        Why can't anyone find them   They hurt,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,21,21,2,1,node,4.708207707479636e-11,1.8832830829918543e-10,0.9946514736832237,0.9473684210526316,Crunch berries!     Tired! Who wants to do something tomorrow?                                                    ,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,21,21,3,1,node,4.708207707479636e-11,2.253821141512062e-34,0.9999999999999738,0.625,@Lame... They're a really good band!                                                         music,@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,21,21,6,0,node,4.708207707479636e-11,2.1118305862536493e-35,0.9999999999999748,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,21,21,9,0,node,4.708207707479636e-11,2.1731529759699684e-35,0.9999999999999754,0.27586206896551724,mmmm                                                         Why can't you find them  ,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,22,22,2,1,node,5.767554441662558e-10,2.307021776665023e-09,0.9563950553112948,0.9523809523809523,Crunch berries tomorrow! im tired.  Who wants to do something tomorrow?                                                     ,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,22,22,3,1,node,5.767554441662558e-10,9.723435774045617e-36,0.9999999999999739,0.625,@Lame... They're a really good band!                                                         music,@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,22,22,6,0,node,5.767554441662558e-10,6.711176483705103e-35,0.9999999999999749,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,22,22,9,0,node,5.767554441662558e-10,2.2908334846640085e-34,0.9999999999999754,0.3225806451612903,mmmm                                                        Why can't anyone find them   They hurt,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,23,23,2,1,node,9.228087106660075e-11,3.69123484266403e-10,0.9914005792227095,1.0,Crunch berries!  im tired.  Who wants to do something tomorrow?                                                     ,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,23,23,3,1,node,9.228087106660075e-11,4.427561962670511e-36,0.9999999999999736,0.625,@Lame... They're a really good band!                                                         music,@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,23,23,6,0,node,9.228087106660075e-11,5.493585608300898e-36,0.9999999999999748,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,23,23,9,0,node,9.228087106660075e-11,1.007514028903609e-34,0.9999999999999749,0.27586206896551724,mmmm                                                         Why can't you find them  ,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,24,24,2,1,node,2.1985370511733432e-34,1.1594360840064164e-35,0.9999999999999744,0.9473684210526316,Crunch berries!   Tired. Who wants to do something tomorrow?                                                      ,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,24,24,3,1,node,2.1985370511733432e-34,6.828459050471353e-34,0.9999999999999737,0.625,@Lame... They're a really good band!                                                         music,@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,24,24,6,0,node,2.1985370511733432e-34,1.3107972099802491e-34,0.9999999999999746,1.0,Where are all the banana slugs?                                                     ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,24,24,9,0,node,2.1985370511733432e-34,5.38948335841129e-35,0.9999999999999754,0.27586206896551724,mmmm                                                         Why can't you find them  ,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,25,25,2,1,node,4.157823199638467e-09,1.1784179118441721e-08,0.9937349987544365,0.888888888888889,Crunch berries                                                         Who wants to do something tomorrow?  ,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,25,25,3,1,node,4.157823199638467e-09,4.847113680112146e-09,0.9809362592740597,0.7999999999999999,"Really, they're a good band!                                                          Music?",@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,25,25,6,0,node,4.157823199638467e-09,8.852032336269474e-35,0.9999999999999748,1.0,Where are all the banana slugs?                                                     ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,25,25,9,0,node,4.157823199638467e-09,3.7387185382571764e-35,0.9999999999999754,0.27586206896551724,mmmm                                                         Why can't you find them  ,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,26,26,2,1,node,2.4205811485576264e-09,4.835210914118378e-09,0.995317811445445,0.888888888888889,Crunch berries!                                  Who wants to do something tomorrow?,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,26,26,3,1,node,2.4205811485576264e-09,4.847113680112127e-09,0.9809362592740597,0.7999999999999999,"Really, they're a good band!                                                          Music?",@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,26,26,6,0,node,2.4205811485576264e-09,4.857308723120288e-35,0.9999999999999748,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,26,26,9,0,node,2.4205811485576264e-09,1.0332010544319934e-35,0.9999999999999747,0.3225806451612903,mmmm                                                        Why can't anyone find them   They hurt,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,27,27,2,1,node,1.7503466067071576e-09,2.1542727467165064e-09,0.9916546431285774,0.888888888888889,Crunch berries!                                                       Who wants to do something tomorrow?    ,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,27,27,3,1,node,1.7503466067071576e-09,4.847113680112124e-09,0.9809362592740597,0.7999999999999999,"Really, they're a good band!                                                          Music?",@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,27,27,6,0,node,1.7503466067071576e-09,1.397435525587795e-34,0.9999999999999746,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,27,27,9,0,node,1.7503466067071576e-09,1.9730184378558345e-34,0.9999999999999749,0.3225806451612903,mmmm                                                        Why can't anyone find them   They hurt,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,28,28,2,1,node,1.0921068220054495e-08,3.022006821323983e-08,0.9850385888453091,0.888888888888889,Crunch berries!                            Who wants to do something tomorrow?,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,28,28,3,1,node,1.0921068220054495e-08,1.3464204666978157e-08,0.8887166232949669,0.4,What band are they on?  Lamalame is a really good music band.                                                      ,@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,28,28,6,0,node,1.0921068220054495e-08,2.5678421484481418e-36,0.9999999999999746,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,28,28,9,0,node,1.0921068220054495e-08,8.822010428441249e-35,0.9999999999999747,0.27586206896551724,mmmm                                                         Why can't you find them  ,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
0,case1_exact_pattern,29,29,2,1,node,6.665622266947265e-09,1.319828440081093e-08,0.9844317745524972,0.4285714285714285,Crunch berries!                                                       Who      Tired?,Crunch berries!  im tired. Who wants to do something tomorrow?,,,,,,
0,case1_exact_pattern,29,29,3,1,node,6.665622266947265e-09,1.346420466697813e-08,0.8887166232949667,0.4,What band are they on?  Lamalame is a really good music band.                                                      ,@LAmale really? They're a band...  good music!,,,,,,
0,case1_exact_pattern,29,29,6,0,node,6.665622266947265e-09,7.346641128253773e-35,0.9999999999999749,1.0,Where are all the banana slugs?                                                           ,Where are all the banana slugs? ,,,,,,
0,case1_exact_pattern,29,29,9,0,node,6.665622266947265e-09,4.554488044130699e-36,0.9999999999999751,0.27586206896551724,mmmm                                                         Why can't you find them  ,@Jack_thm aww why not?! Heck they do the job! I can't find those anywhere nemore either!!  ur ipod ones hurt!!!,,,,,,
